seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,matched_step_cap_per_task,effective_epoch_passes_per_task,optimizer_steps_total,optimizer_steps_per_task,optimizer_steps,processed_examples_total,processed_examples_per_task,processed_examples,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,AF,elapsed_seconds,elapsed_time_seconds,device,train_cap_per_digit,test_cap_per_digit,result_kind,task_0_A_after,task_1_A_after,task_2_A_after,task_3_A_after,task_4_A_after,task_0_A_end,task_1_A_end,task_2_A_end,task_3_A_end,task_4_A_end,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
6,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9868,0.99,0.976,0,0.2892,0.872,0.872,1.297,1.297,cuda:0,1000,500,all_120perm_4methods,1.0,0.977,0.991,0.99,0.976,0.0,0.0,0.0,0.47,0.976,0.0,0.0,0.0,0.47,0.976
6,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9826,0.982,0.976,0,0.5721999999999999,0.513,0.513,1.482,1.482,cuda:0,1000,500,all_120perm_4methods,0.995,0.977,0.982,0.983,0.976,0.894,0.025,0.059,0.907,0.976,0.894,0.025,0.059,0.907,0.976
6,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9907999999999999,0.995,0.977,0,0.1972,0.992,0.992,3.709,3.709,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.997,0.986,0.0,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.986
7,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.8995999999999998,0.975,0.562,0,0.1934,0.8827500000000001,0.8827500000000001,1.247,1.247,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.994,0.562,0.967,0.0,0.0,0.0,0.0,0.967,0.0,0.0,0.0,0.0,0.967
7,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9862,0.989,0.975,0,0.3344,0.81475,0.81475,1.313,1.313,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.99,0.989,0.977,0.0,0.0,0.0,0.695,0.977,0.0,0.0,0.0,0.695,0.977
7,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9827999999999999,0.984,0.973,0,0.5716,0.514,0.514,1.49,1.49,cuda:0,1000,500,all_120perm_4methods,0.996,0.975,0.986,0.984,0.973,0.852,0.099,0.03,0.904,0.973,0.852,0.099,0.03,0.904,0.973
7,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9892,0.995,0.975,0,0.19619999999999999,0.99125,0.99125,3.709,3.709,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.996,0.981,0.0,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.981
8,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9854,0.994,0.966,0,0.19319999999999998,0.9902499999999999,0.9902499999999999,1.234,1.234,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.994,0.966,0.0,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.0,0.966
8,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.985,0.99,0.971,0,0.3378,0.8089999999999999,0.8089999999999999,1.298,1.298,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.99,0.99,0.971,0.039,0.0,0.0,0.679,0.971,0.039,0.0,0.0,0.679,0.971
8,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9814,0.976,0.974,0,0.563,0.523,0.523,1.467,1.467,cuda:0,1000,500,all_120perm_4methods,0.997,0.974,0.976,0.985,0.975,0.865,0.005,0.069,0.901,0.975,0.865,0.005,0.069,0.901,0.975
8,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.996,0.974,0,0.196,0.99125,0.99125,3.698,3.698,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.996,0.996,0.98,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98
9,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9890000000000001,0.995,0.977,0,0.1958,0.9915,0.9915,1.239,1.239,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.995,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.979
9,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9864,0.987,0.977,0,0.37320000000000003,0.7665,0.7665,1.347,1.347,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.987,0.988,0.981,0.131,0.0,0.0,0.754,0.981,0.131,0.0,0.0,0.754,0.981
9,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9815999999999999,0.982,0.972,0,0.5962,0.48175,0.48175,1.574,1.574,cuda:0,1000,500,all_120perm_4methods,0.995,0.977,0.982,0.982,0.972,0.913,0.02,0.192,0.884,0.972,0.913,0.02,0.192,0.884,0.972
9,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9902000000000001,0.995,0.977,0,0.1968,0.99175,0.99175,3.753,3.753,cuda:0,1000,500,all_120perm_4methods,1.0,0.977,0.995,0.995,0.984,0.0,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.984
10,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9894000000000001,0.993,0.978,0,0.1956,0.99225,0.99225,1.253,1.253,cuda:0,1000,500,all_120perm_4methods,0.999,0.982,0.995,0.993,0.978,0.0,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.978
10,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9862,0.987,0.972,0,0.3012,0.85625,0.85625,1.32,1.32,cuda:0,1000,500,all_120perm_4methods,0.999,0.982,0.991,0.987,0.972,0.0,0.0,0.0,0.534,0.972,0.0,0.0,0.0,0.534,0.972
10,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9842000000000001,0.985,0.975,0,0.5516,0.54075,0.54075,1.479,1.479,cuda:0,1000,500,all_120perm_4methods,0.994,0.982,0.985,0.985,0.975,0.882,0.0,0.005,0.896,0.975,0.882,0.0,0.005,0.896,0.975
10,perm_030,shuffle_3,shuffle_3,"[1,2,0,3,4]",1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9914000000000002,0.994,0.982,0,0.1976,0.9922499999999999,0.9922499999999999,3.715,3.715,cuda:0,1000,500,all_120perm_4methods,0.999,0.982,0.994,0.994,0.988,0.0,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.988
1,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9873999999999998,0.992,0.975,0,0.1984,0.98625,0.98625,1.251,1.251,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.992,0.976,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
1,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.987,0.975,0,0.32320000000000004,0.82925,0.82925,1.306,1.306,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.992,0.987,0.979,0.035,0.0,0.0,0.987,0.594,0.035,0.0,0.0,0.987,0.594
1,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9789999999999999,0.975,0.972,0,0.6104,0.46075,0.46075,1.467,1.467,cuda:0,1000,500,all_120perm_4methods,0.996,0.975,0.98,0.972,0.972,0.91,0.0,0.256,0.972,0.914,0.91,0.0,0.256,0.972,0.914
1,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9896,0.993,0.975,0,0.1986,0.98875,0.98875,3.704,3.704,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.993,0.993,0.988,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
2,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9870000000000001,0.994,0.971,0,0.1988,0.9852500000000001,0.9852500000000001,1.276,1.276,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.995,0.994,0.971,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
2,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9864,0.988,0.976,0,0.28500000000000003,0.8767499999999999,0.8767499999999999,1.282,1.282,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.99,0.988,0.979,0.0,0.0,0.0,0.988,0.437,0.0,0.0,0.0,0.988,0.437
2,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9818,0.976,0.974,0,0.6544,0.40925,0.40925,1.463,1.463,cuda:0,1000,500,all_120perm_4methods,0.996,0.976,0.989,0.974,0.974,0.891,0.0,0.515,0.974,0.892,0.891,0.0,0.515,0.974,0.892
2,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9892000000000001,0.994,0.976,0,0.1988,0.988,0.988,3.582,3.582,cuda:0,1000,500,all_120perm_4methods,0.998,0.976,0.995,0.994,0.983,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
3,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9892,0.993,0.978,0,0.1986,0.98825,0.98825,1.184,1.184,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.995,0.993,0.981,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
3,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9853999999999999,0.981,0.978,0,0.3256,0.82475,0.82475,1.241,1.241,cuda:0,1000,500,all_120perm_4methods,1.0,0.978,0.99,0.981,0.978,0.0,0.0,0.0,0.981,0.647,0.0,0.0,0.0,0.981,0.647
3,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9805999999999999,0.978,0.97,0,0.6232,0.44675,0.44675,1.427,1.427,cuda:0,1000,500,all_120perm_4methods,0.997,0.978,0.98,0.97,0.978,0.895,0.0,0.331,0.97,0.92,0.895,0.0,0.331,0.97,0.92
3,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9907999999999999,0.995,0.978,0,0.1996,0.989,0.989,3.607,3.607,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.995,0.998,0.984,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.998,0.0
4,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.992,0.978,0,0.1988,0.98725,0.98725,1.354,1.354,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.992,0.994,0.98,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
4,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.978,0.975,0,0.33799999999999997,0.80825,0.80825,1.451,1.451,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.993,0.978,0.975,0.116,0.0,0.0,0.978,0.596,0.116,0.0,0.0,0.978,0.596
4,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9808,0.978,0.975,0,0.6508,0.4125,0.4125,1.531,1.531,cuda:0,1000,500,all_120perm_4methods,0.995,0.978,0.98,0.976,0.975,0.914,0.14,0.293,0.976,0.931,0.914,0.14,0.293,0.976,0.931
4,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.991,0.993,0.978,0,0.1992,0.9897499999999999,0.9897499999999999,3.859,3.859,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.993,0.996,0.989,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.996,0.0
5,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.985,0.994,0.96,0,0.1988,0.98275,0.98275,1.281,1.281,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.994,0.96,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
5,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9833999999999999,0.977,0.973,0,0.3076,0.8447499999999999,0.8447499999999999,1.282,1.282,cuda:0,1000,500,all_120perm_4methods,1.0,0.977,0.99,0.977,0.973,0.0,0.0,0.0,0.977,0.561,0.0,0.0,0.0,0.977,0.561
5,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9802,0.977,0.973,0,0.5856,0.49324999999999997,0.49324999999999997,1.537,1.537,cuda:0,1000,500,all_120perm_4methods,0.998,0.977,0.98,0.973,0.973,0.882,0.0,0.171,0.973,0.902,0.882,0.0,0.171,0.973,0.902
5,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9904,0.994,0.977,0,0.1988,0.9895,0.9895,3.941,3.941,cuda:0,1000,500,all_120perm_4methods,1.0,0.977,0.994,0.994,0.987,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
6,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9882,0.994,0.974,0,0.1988,0.98675,0.98675,1.276,1.276,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.995,0.994,0.978,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
6,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.983,0.974,0,0.3702,0.768,0.768,1.357,1.357,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.992,0.983,0.974,0.266,0.0,0.0,0.983,0.602,0.266,0.0,0.0,0.983,0.602
6,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9809999999999999,0.98,0.971,0,0.6098,0.46399999999999997,0.46399999999999997,1.562,1.562,cuda:0,1000,500,all_120perm_4methods,0.998,0.974,0.982,0.98,0.971,0.861,0.0,0.3,0.98,0.908,0.861,0.0,0.3,0.98,0.908
6,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9906,0.995,0.974,0,0.1994,0.989,0.989,3.923,3.923,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.995,0.997,0.987,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.997,0.0
7,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.991,0.977,0,0.1982,0.988,0.988,1.332,1.332,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.991,0.981,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.991,0.0
7,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.98,0.977,0,0.323,0.8270000000000001,0.8270000000000001,1.356,1.356,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.99,0.98,0.977,0.0,0.0,0.0,0.98,0.635,0.0,0.0,0.0,0.98,0.635
7,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9812,0.978,0.976,0,0.587,0.49275,0.49275,1.594,1.594,cuda:0,1000,500,all_120perm_4methods,0.996,0.977,0.979,0.976,0.978,0.855,0.002,0.194,0.976,0.908,0.855,0.002,0.194,0.976,0.908
7,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9902,0.995,0.977,0,0.199,0.989,0.989,4.025,4.025,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.995,0.985,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
8,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9880000000000001,0.993,0.976,0,0.1986,0.98675,0.98675,1.344,1.344,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.994,0.993,0.976,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
8,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9864,0.988,0.975,0,0.3316,0.8185,0.8185,1.43,1.43,cuda:0,1000,500,all_120perm_4methods,1.0,0.978,0.991,0.988,0.975,0.021,0.0,0.0,0.988,0.649,0.021,0.0,0.0,0.988,0.649
8,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9803999999999998,0.978,0.972,0,0.649,0.41425,0.41425,1.542,1.542,cuda:0,1000,500,all_120perm_4methods,0.993,0.978,0.982,0.972,0.977,0.888,0.122,0.367,0.972,0.896,0.888,0.122,0.367,0.972,0.896
8,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.994,0.978,0,0.1988,0.98875,0.98875,3.872,3.872,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.995,0.994,0.983,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
9,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9843999999999999,0.991,0.961,0,0.1982,0.9827499999999999,0.9827499999999999,1.386,1.386,cuda:0,1000,500,all_120perm_4methods,1.0,0.978,0.992,0.991,0.961,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.991,0.0
9,perm_031,none,perm_031,"[1,2,0,4,3]",1-2-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.986,0.978,0,0.3776,0.76125,0.76125,1.455,1.455,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.991,0.986,0.979,0.197,0.0,0.0,0.986,0.705,0.197,0.0,0.0,0.986,0.705
